sample_id,dataset,split,video_path,annotation_path,features_path,gloss,translation,signer_id,duration_sec,num_frames,fps,metadata
exqm_484F14--239,ISLTranslate,train,,,,,From the movements of living beings,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--239""}"
exqm_484F14--240,ISLTranslate,train,,,,,"There is such a variety of living organisms, but...",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--240""}"
exqm_484F14--241,ISLTranslate,train,,,,,All of them show some common characteristics.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--241""}"
exqm_484F14--242,ISLTranslate,train,,,,,as we have discussed.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--242""}"
exqm_484F14--244,ISLTranslate,train,,,,,Living beings die.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--244""}"
exqm_484F14--245,ISLTranslate,train,,,,,Because organisms die?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--245""}"
exqm_484F14--246,ISLTranslate,train,,,,,particular types of organisms can survive over thousands of years.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--246""}"
exqm_484F14--247,ISLTranslate,train,,,,,only if they reproduce their own kind.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--247""}"
exqm_484F14--249,ISLTranslate,train,,,,,The type of organism can exist.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--249""}"
exqm_484F14--250,ISLTranslate,train,,,,,only if there is reproduction.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--250""}"
exqm_484F14--251,ISLTranslate,train,,,,,page 92. We see that all living things.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--251""}"
exqm_484F14--252,ISLTranslate,train,,,,,"seem to have some common characteristics. They all need food, respire.",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--252""}"
exqm_484F14--253,ISLTranslate,train,,,,,respond to stimuli.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--253""}"
exqm_484F14--254,ISLTranslate,train,,,,,Reproduce Show movement,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--254""}"
exqm_484F14--255,ISLTranslate,train,,,,,Grow and die.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--255""}"
exqm_484F14--256,ISLTranslate,train,,,,,Do we find some non-living things that also show some of these characteristics?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--256""}"
exqm_484F14--258,ISLTranslate,train,,,,,The moon moves in the sky. A cloud.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--258""}"
exqm_484F14--259,ISLTranslate,train,,,,,Grows in size right in front of our eyes.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--259""}"
exqm_484F14--260,ISLTranslate,train,,,,,Can such things be called living?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--260""}"
exqm_484F14--261,ISLTranslate,train,,,,,We ask ourselves. Do these objects also show?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--261""}"
exqm_484F14--262,ISLTranslate,train,,,,,All the other characteristics of living things In general,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--262""}"
exqm_484F14--263,ISLTranslate,train,,,,,Something that is living may have all the characteristics that we have discussed.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--263""}"
exqm_484F14--264,ISLTranslate,train,,,,,While non-living things may not show all these characteristics at the same time.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--264""}"
exqm_484F14--265,ISLTranslate,train,,,,,Is this always true?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--265""}"
exqm_484F14--266,ISLTranslate,train,,,,,Do we always find that living things definitely show all the characteristics of the living?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--266""}"
exqm_484F14--267,ISLTranslate,train,,,,,that we have discussed.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--267""}"
exqm_484F14--270,ISLTranslate,train,,,,,"Consider any seed, say,moong.",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--270""}"
exqm_484F14--272,ISLTranslate,train,,,,,It can stay in a shop for months and not show any growth or some of the other characteristics of life.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--272""}"
exqm_484F14--273,ISLTranslate,train,,,,,"However, we bring the same seed and plant it in soil.",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--273""}"
exqm_484F14--274,ISLTranslate,train,,,,,water it and it turns into a whole plant. Did the seed?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--274""}"
exqm_484F14--275,ISLTranslate,train,,,,,Need food? Did it excrete?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--275""}"
exqm_484F14--276,ISLTranslate,train,,,,,Grow or reproduce when it was in the shop for many months?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--276""}"
exqm_484F14--277,ISLTranslate,train,,,,,We see that,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--277""}"
exqm_484F14--278,ISLTranslate,train,,,,,There can be cases when we cannot easily say that a thing has all the characteristics.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--278""}"
exqm_484F14--279,ISLTranslate,train,,,,,that we have discussed for it to be called,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--279""}"
exqm_484F14--283,ISLTranslate,train,,,,,Do you find it is warm inside?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--283""}"
exqm_484F14--286,ISLTranslate,train,,,,,We see that respiration is a process that takes place in seeds.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--286""}"
exqm_484F14--288,ISLTranslate,train,,,,,"It may not be very easy to answer our question, what then is life?",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--288""}"
exqm_484F14--289,ISLTranslate,train,,,,,"However, looking at all the diversity of living beings around us, we can conclude that...",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--289""}"
exqm_484F14--292,ISLTranslate,train,,,,,Aquatic Habitat Biotic component,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--292""}"
exqm_484F14--293,ISLTranslate,train,,,,,Excretion,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--293""}"
exqm_484F14--294,ISLTranslate,train,,,,,Growth,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--294""}"
exqm_484F14--295,ISLTranslate,train,,,,,Habitat,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--295""}"
exqm_484F14--296,ISLTranslate,train,,,,,Living reproduction,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--296""}"
exqm_484F14--297,ISLTranslate,train,,,,,"respiration, stimulus",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--297""}"
exqm_484F14--298,ISLTranslate,train,,,,,Page 93,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--298""}"
exqm_484F14--299,ISLTranslate,train,,,,,Summary,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--299""}"
exqm_484F14--301,ISLTranslate,train,,,,,It's called their habitat.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--301""}"
exqm_484F14--302,ISLTranslate,train,,,,,Several kinds of plants and animals may share the same habitat.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--302""}"
exqm_484F14--304,ISLTranslate,train,,,,,which enable a plant or an animal to live in a particular habitat.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--304""}"
exqm_484F14--305,ISLTranslate,train,,,,,is called Adaptation.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--305""}"
exqm_484F14--306,ISLTranslate,train,,,,,There are many types of habitats.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--306""}"
exqm_484F14--308,ISLTranslate,train,,,,,means on the land and aquatic,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--308""}"
exqm_484F14--309,ISLTranslate,train,,,,,Means in water.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--309""}"
exqm_484F14--310,ISLTranslate,train,,,,,There is a wide variety of organisms.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--310""}"
exqm_484F14--311,ISLTranslate,train,,,,,present in different habitats. plants,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--311""}"
exqm_484F14--313,ISLTranslate,train,,,,,Consistute biotic components. Rocks.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--313""}"
exqm_484F14--314,ISLTranslate,train,,,,,"soil, water, air",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--314""}"
exqm_484F14--316,ISLTranslate,train,,,,,are some of the a-biotic components of our surroundings.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--316""}"
exqm_484F14--317,ISLTranslate,train,,,,,"Living things have certain common characteristics, they need food.",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--317""}"
exqm_484F14--318,ISLTranslate,train,,,,,"They respire and excrete, respond.",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--318""}"
exqm_484F14--319,ISLTranslate,train,,,,,"to their environment, reproduce,",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--319""}"
exqm_484F14--320,ISLTranslate,train,,,,,Grow and show movement. Exercise 1,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--320""}"
exqm_484F14--322,ISLTranslate,train,,,,,2. How are Cactus Adapted,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--322""}"
exqm_484F14--323,ISLTranslate,train,,,,,to survive in a desert?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--323""}"
exqm_484F14--324,ISLTranslate,train,,,,,Fill up the blanks.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--324""}"
exqm_484F14--325,ISLTranslate,train,,,,,"A, the presence of specific features",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--325""}"
exqm_484F14--326,ISLTranslate,train,,,,,which enable a plant or an animal to live in a particular habitat is called Blank B.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--326""}"
exqm_484F14--327,ISLTranslate,train,,,,,The habitats of the plants and animals that live on land are called blank.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--327""}"
exqm_484F14--328,ISLTranslate,train,,,,,Habitat  C,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--328""}"
exqm_484F14--329,ISLTranslate,train,,,,,The habitats of plants and animals that live in water are called,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--329""}"
exqm_484F14--330,ISLTranslate,train,,,,,"blank, habitat D",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--330""}"
exqm_484F14--332,ISLTranslate,train,,,,,Factors of a Habitat. E,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--332""}"
exqm_484F14--333,ISLTranslate,train,,,,,Changes in our surroundings that make us respond to them are called blank 4.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--333""}"
exqm_484F14--334,ISLTranslate,train,,,,,Which of the things in the following list are non-living?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--334""}"
exqm_484F14--335,ISLTranslate,train,,,,,"plough, mushroom",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--335""}"
exqm_484F14--336,ISLTranslate,train,,,,,"sewing machine, radio",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--336""}"
exqm_484F14--337,ISLTranslate,train,,,,,Boat Water Hyacinth,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--337""}"
exqm_484F14--338,ISLTranslate,train,,,,,Earthworm 5,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--338""}"
exqm_484F14--339,ISLTranslate,train,,,,,Give an example of a non-living thing which shows any two characteristics of living things. 6.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--339""}"
exqm_484F14--340,ISLTranslate,train,,,,,which of the non-living things listed below?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--340""}"
exqm_484F14--341,ISLTranslate,train,,,,,were once part of a living thing? butter,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--341""}"
exqm_484F14--343,ISLTranslate,train,,,,,"wool, electric bulb",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--343""}"
exqm_484F14--344,ISLTranslate,train,,,,,cooking oil,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--344""}"
exqm_484F14--345,ISLTranslate,train,,,,,Salt Apple,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--345""}"
exqm_484F14--347,ISLTranslate,train,,,,,List the common characteristics of the living things. 8,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--347""}"
exqm_484F14--349,ISLTranslate,train,,,,,There are few trees or places for animals to hide in grasslands habitats. Page 94,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--349""}"
exqm_484F14--350,ISLTranslate,train,,,,,Suggested projects and activities. 1.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--350""}"
exqm_484F14--351,ISLTranslate,train,,,,,Many magazines and newspapers talk about possibility of life outside the earth.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--351""}"
exqm_484F14--352,ISLTranslate,train,,,,,Read these articles and have a discussion in the class about what could be defined as life.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--352""}"
exqm_484F14--353,ISLTranslate,train,,,,,outside earth 2 visit a local zoo,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--353""}"
exqm_484F14--354,ISLTranslate,train,,,,,and find out what special arrangements are made for the animals.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--354""}"
exqm_484F14--355,ISLTranslate,train,,,,,That have been brought there from different habitats. 3,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--355""}"
exqm_484F14--356,ISLTranslate,train,,,,,Find out where are the habitats of the polar bear and the penguin.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--356""}"
exqm_484F14--357,ISLTranslate,train,,,,,"For each animal, explain two ways in which it is well adapted to its habitat. 4",exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--357""}"
exqm_484F14--358,ISLTranslate,train,,,,,Find out which animals live in the foothills of the Himalayas.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--358""}"
exqm_484F14--359,ISLTranslate,train,,,,,Find out if the types and varieties of animals and plants changes as one goes higher into the mountain regions of the Himalayas.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--359""}"
exqm_484F14--360,ISLTranslate,train,,,,,5. Make a Habitat Album,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--360""}"
exqm_484F14--361,ISLTranslate,train,,,,,Try to obtain pictures of animals and plants.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--361""}"
exqm_484F14--362,ISLTranslate,train,,,,,that you have listed in Activity 1.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--362""}"
exqm_484F14--365,ISLTranslate,train,,,,,found in these different regions.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--365""}"
exqm_484F14--366,ISLTranslate,train,,,,,and include these in the album.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--366""}"
exqm_484F14--368,ISLTranslate,train,,,,,Draw the patterns of branching found in trees of these different regions.,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--368""}"
exqm_484F14--369,ISLTranslate,train,,,,,and include these also in the album. You are given a picture?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--369""}"
exqm_484F14--370,ISLTranslate,train,,,,,What is its name and habitat? Hint?,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--370""}"
exqm_484F14--372,ISLTranslate,train,,,,,A,exqm_484F14,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""exqm_484F14--372""}"
5uxqKvxw-FQ--0,ISLTranslate,train,,,,,ekkles,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--0""}"
5uxqKvxw-FQ--1,ISLTranslate,train,,,,,audiobook of Science for class 6 Entitled Science 1.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--1""}"
5uxqKvxw-FQ--2,ISLTranslate,train,,,,,This is the lesson 14. Title,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--2""}"
5uxqKvxw-FQ--3,ISLTranslate,train,,,,,water from page,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--3""}"
5uxqKvxw-FQ--4,ISLTranslate,train,,,,,136 to,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--4""}"
5uxqKvxw-FQ--5,ISLTranslate,train,,,,,146,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--5""}"
5uxqKvxw-FQ--6,ISLTranslate,train,,,,,Page 136,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--6""}"
5uxqKvxw-FQ--7,ISLTranslate,train,,,,,Let's listen to the lesson 14.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--7""}"
5uxqKvxw-FQ--8,ISLTranslate,train,,,,,Water,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--8""}"
5uxqKvxw-FQ--9,ISLTranslate,train,,,,,Suppose for some reason,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--9""}"
5uxqKvxw-FQ--12,ISLTranslate,train,,,,,or bathe,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--12""}"
5uxqKvxw-FQ--14,ISLTranslate,train,,,,,What would happen if we do not have easy access to water for a long period of time?,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--14""}"
5uxqKvxw-FQ--15,ISLTranslate,train,,,,,"Apart from drinking, there are so many activities.",5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--15""}"
5uxqKvxw-FQ--16,ISLTranslate,train,,,,,for which we use water.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--16""}"
5uxqKvxw-FQ--19,ISLTranslate,train,,,,,Figure 14.1 shows uses of water.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--19""}"
5uxqKvxw-FQ--20,ISLTranslate,train,,,,,14.1,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--20""}"
5uxqKvxw-FQ--21,ISLTranslate,train,,,,,How much water do we use?,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--21""}"
5uxqKvxw-FQ--22,ISLTranslate,train,,,,,Activity 1,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--22""}"
5uxqKvxw-FQ--23,ISLTranslate,train,,,,,List all the activities for which you use water in a day.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--23""}"
5uxqKvxw-FQ--26,ISLTranslate,train,,,,,throughout the day.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--26""}"
5uxqKvxw-FQ--28,ISLTranslate,train,,,,,each activity by you and other family members.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--28""}"
5uxqKvxw-FQ--30,ISLTranslate,train,,,,,"a glass, a bucket or any other container",5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--30""}"
5uxqKvxw-FQ--31,ISLTranslate,train,,,,,to measure the amount of water used.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--31""}"
5uxqKvxw-FQ--32,ISLTranslate,train,,,,,"Here is the table given, table 14.1.",5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--32""}"
5uxqKvxw-FQ--33,ISLTranslate,train,,,,,estimation of the amount of water used by a family in a day.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--33""}"
5uxqKvxw-FQ--35,ISLTranslate,train,,,,,and the second one is for amount of water used.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--35""}"
5uxqKvxw-FQ--36,ISLTranslate,train,,,,,The activities are drinking.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--36""}"
5uxqKvxw-FQ--37,ISLTranslate,train,,,,,brushing bathing,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--37""}"
5uxqKvxw-FQ--38,ISLTranslate,train,,,,,washing utensils,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--38""}"
5uxqKvxw-FQ--39,ISLTranslate,train,,,,,washing clothes,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--39""}"
5uxqKvxw-FQ--40,ISLTranslate,train,,,,,toilets,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--40""}"
5uxqKvxw-FQ--41,ISLTranslate,train,,,,,cleaning floor,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--41""}"
5uxqKvxw-FQ--42,ISLTranslate,train,,,,,Any other? Total water used in a day by a,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--42""}"
5uxqKvxw-FQ--43,ISLTranslate,train,,,,,family.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--43""}"
5uxqKvxw-FQ--46,ISLTranslate,train,,,,,You now have a rough idea.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--46""}"
5uxqKvxw-FQ--47,ISLTranslate,train,,,,,as to how much water your family uses in a day,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--47""}"
5uxqKvxw-FQ--48,ISLTranslate,train,,,,,Using this information,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--48""}"
5uxqKvxw-FQ--49,ISLTranslate,train,,,,,Calculate the amount of water needed by your family in a year.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--49""}"
5uxqKvxw-FQ--50,ISLTranslate,train,,,,,"Now, divide this amount by the number of members of your family.",5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--50""}"
5uxqKvxw-FQ--51,ISLTranslate,train,,,,,This will give an idea of the amount of water needed by one member of your family in a year.,5uxqKvxw,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""5uxqKvxw-FQ--51""}"
