sample_id,video_reference,local_status,annotation_valid,char_length,word_count,error_reason
O47tiJVLIX4--51,O47tiJVLIX4--51,REMOTE_ONLY,True,34,7,None
O47tiJVLIX4--52,O47tiJVLIX4--52,REMOTE_ONLY,True,17,4,None
O47tiJVLIX4--53,O47tiJVLIX4--53,REMOTE_ONLY,True,33,6,None
O47tiJVLIX4--54,O47tiJVLIX4--54,REMOTE_ONLY,True,15,3,None
O47tiJVLIX4--55,O47tiJVLIX4--55,REMOTE_ONLY,True,39,9,None
O47tiJVLIX4--56,O47tiJVLIX4--56,REMOTE_ONLY,True,8,4,None
O47tiJVLIX4--58,O47tiJVLIX4--58,REMOTE_ONLY,True,21,4,None
O47tiJVLIX4--59,O47tiJVLIX4--59,REMOTE_ONLY,True,46,9,None
O47tiJVLIX4--60,O47tiJVLIX4--60,REMOTE_ONLY,True,4,1,None
O47tiJVLIX4--61,O47tiJVLIX4--61,REMOTE_ONLY,True,47,10,None
O47tiJVLIX4--62,O47tiJVLIX4--62,REMOTE_ONLY,True,1,1,None
O47tiJVLIX4--63,O47tiJVLIX4--63,REMOTE_ONLY,True,1,1,None
O47tiJVLIX4--64,O47tiJVLIX4--64,REMOTE_ONLY,True,1,1,None
O47tiJVLIX4--65,O47tiJVLIX4--65,REMOTE_ONLY,True,8,2,None
O47tiJVLIX4--66,O47tiJVLIX4--66,REMOTE_ONLY,True,15,3,None
O47tiJVLIX4--67,O47tiJVLIX4--67,REMOTE_ONLY,True,45,6,None
O47tiJVLIX4--68,O47tiJVLIX4--68,REMOTE_ONLY,True,123,22,None
O47tiJVLIX4--69,O47tiJVLIX4--69,REMOTE_ONLY,True,49,11,None
O47tiJVLIX4--70,O47tiJVLIX4--70,REMOTE_ONLY,True,46,8,None
O47tiJVLIX4--71,O47tiJVLIX4--71,REMOTE_ONLY,True,12,3,None
O47tiJVLIX4--72,O47tiJVLIX4--72,REMOTE_ONLY,True,2,1,None
O47tiJVLIX4--73,O47tiJVLIX4--73,REMOTE_ONLY,True,6,2,None
O47tiJVLIX4--74,O47tiJVLIX4--74,REMOTE_ONLY,True,2,1,None
O47tiJVLIX4--75,O47tiJVLIX4--75,REMOTE_ONLY,True,37,7,None
O47tiJVLIX4--76,O47tiJVLIX4--76,REMOTE_ONLY,True,62,11,None
O47tiJVLIX4--77,O47tiJVLIX4--77,REMOTE_ONLY,True,33,8,None
O47tiJVLIX4--78,O47tiJVLIX4--78,REMOTE_ONLY,True,36,10,None
O47tiJVLIX4--79,O47tiJVLIX4--79,REMOTE_ONLY,True,33,9,None
O47tiJVLIX4--80,O47tiJVLIX4--80,REMOTE_ONLY,True,20,6,None
O47tiJVLIX4--81,O47tiJVLIX4--81,REMOTE_ONLY,True,12,4,None
O47tiJVLIX4--82,O47tiJVLIX4--82,REMOTE_ONLY,True,16,5,None
O47tiJVLIX4--83,O47tiJVLIX4--83,REMOTE_ONLY,True,13,3,None
O47tiJVLIX4--84,O47tiJVLIX4--84,REMOTE_ONLY,True,36,8,None
O47tiJVLIX4--86,O47tiJVLIX4--86,REMOTE_ONLY,True,4,1,None
O47tiJVLIX4--87,O47tiJVLIX4--87,REMOTE_ONLY,True,31,7,None
O47tiJVLIX4--88,O47tiJVLIX4--88,REMOTE_ONLY,True,67,15,None
O47tiJVLIX4--89,O47tiJVLIX4--89,REMOTE_ONLY,True,48,9,None
O47tiJVLIX4--90,O47tiJVLIX4--90,REMOTE_ONLY,True,17,4,None
O47tiJVLIX4--91,O47tiJVLIX4--91,REMOTE_ONLY,True,44,9,None
O47tiJVLIX4--92,O47tiJVLIX4--92,REMOTE_ONLY,True,32,7,None
O47tiJVLIX4--94,O47tiJVLIX4--94,REMOTE_ONLY,True,61,11,None
O47tiJVLIX4--95,O47tiJVLIX4--95,REMOTE_ONLY,True,78,15,None
O47tiJVLIX4--96,O47tiJVLIX4--96,REMOTE_ONLY,True,11,2,None
O47tiJVLIX4--97,O47tiJVLIX4--97,REMOTE_ONLY,True,45,9,None
O47tiJVLIX4--98,O47tiJVLIX4--98,REMOTE_ONLY,True,14,2,None
O47tiJVLIX4--100,O47tiJVLIX4--100,REMOTE_ONLY,True,42,9,None
O47tiJVLIX4--101,O47tiJVLIX4--101,REMOTE_ONLY,True,41,9,None
O47tiJVLIX4--102,O47tiJVLIX4--102,REMOTE_ONLY,True,68,11,None
O47tiJVLIX4--103,O47tiJVLIX4--103,REMOTE_ONLY,True,91,17,None
O47tiJVLIX4--104,O47tiJVLIX4--104,REMOTE_ONLY,True,38,8,None
O47tiJVLIX4--105,O47tiJVLIX4--105,REMOTE_ONLY,True,67,15,None
O47tiJVLIX4--106,O47tiJVLIX4--106,REMOTE_ONLY,True,6,1,None
O47tiJVLIX4--107,O47tiJVLIX4--107,REMOTE_ONLY,True,79,15,None
O47tiJVLIX4--108,O47tiJVLIX4--108,REMOTE_ONLY,True,48,10,None
O47tiJVLIX4--109,O47tiJVLIX4--109,REMOTE_ONLY,True,7,2,None
O47tiJVLIX4--110,O47tiJVLIX4--110,REMOTE_ONLY,True,8,2,None
O47tiJVLIX4--111,O47tiJVLIX4--111,REMOTE_ONLY,True,31,6,None
O47tiJVLIX4--112,O47tiJVLIX4--112,REMOTE_ONLY,True,36,7,None
O47tiJVLIX4--113,O47tiJVLIX4--113,REMOTE_ONLY,True,115,26,None
O47tiJVLIX4--114,O47tiJVLIX4--114,REMOTE_ONLY,True,60,10,None
O47tiJVLIX4--115,O47tiJVLIX4--115,REMOTE_ONLY,True,59,12,None
O47tiJVLIX4--116,O47tiJVLIX4--116,REMOTE_ONLY,True,86,17,None
O47tiJVLIX4--117,O47tiJVLIX4--117,REMOTE_ONLY,True,43,10,None
O47tiJVLIX4--118,O47tiJVLIX4--118,REMOTE_ONLY,True,2,1,None
O47tiJVLIX4--119,O47tiJVLIX4--119,REMOTE_ONLY,True,21,5,None
O47tiJVLIX4--120,O47tiJVLIX4--120,REMOTE_ONLY,True,142,26,None
O47tiJVLIX4--121,O47tiJVLIX4--121,REMOTE_ONLY,True,49,8,None
O47tiJVLIX4--122,O47tiJVLIX4--122,REMOTE_ONLY,True,15,2,None
O47tiJVLIX4--124,O47tiJVLIX4--124,REMOTE_ONLY,True,1,1,None
O47tiJVLIX4--125,O47tiJVLIX4--125,REMOTE_ONLY,True,33,7,None
O47tiJVLIX4--127,O47tiJVLIX4--127,REMOTE_ONLY,True,44,10,None
O47tiJVLIX4--128,O47tiJVLIX4--128,REMOTE_ONLY,True,52,10,None
O47tiJVLIX4--130,O47tiJVLIX4--130,REMOTE_ONLY,True,6,2,None
O47tiJVLIX4--131,O47tiJVLIX4--131,REMOTE_ONLY,True,6,2,None
O47tiJVLIX4--132,O47tiJVLIX4--132,REMOTE_ONLY,True,11,3,None
O47tiJVLIX4--133,O47tiJVLIX4--133,REMOTE_ONLY,True,50,10,None
O47tiJVLIX4--134,O47tiJVLIX4--134,REMOTE_ONLY,True,33,7,None
O47tiJVLIX4--135,O47tiJVLIX4--135,REMOTE_ONLY,True,36,8,None
O47tiJVLIX4--136,O47tiJVLIX4--136,REMOTE_ONLY,True,39,9,None
O47tiJVLIX4--137,O47tiJVLIX4--137,REMOTE_ONLY,True,45,9,None
O47tiJVLIX4--138,O47tiJVLIX4--138,REMOTE_ONLY,True,9,3,None
O47tiJVLIX4--139,O47tiJVLIX4--139,REMOTE_ONLY,True,27,6,None
O47tiJVLIX4--140,O47tiJVLIX4--140,REMOTE_ONLY,True,35,8,None
O47tiJVLIX4--141,O47tiJVLIX4--141,REMOTE_ONLY,True,42,11,None
O47tiJVLIX4--142,O47tiJVLIX4--142,REMOTE_ONLY,True,74,15,None
O47tiJVLIX4--144,O47tiJVLIX4--144,REMOTE_ONLY,True,17,5,None
O47tiJVLIX4--145,O47tiJVLIX4--145,REMOTE_ONLY,True,21,6,None
O47tiJVLIX4--146,O47tiJVLIX4--146,REMOTE_ONLY,True,46,10,None
O47tiJVLIX4--147,O47tiJVLIX4--147,REMOTE_ONLY,True,38,8,None
O47tiJVLIX4--149,O47tiJVLIX4--149,REMOTE_ONLY,True,69,13,None
O47tiJVLIX4--150,O47tiJVLIX4--150,REMOTE_ONLY,True,14,2,None
O47tiJVLIX4--151,O47tiJVLIX4--151,REMOTE_ONLY,True,35,5,None
O47tiJVLIX4--153,O47tiJVLIX4--153,REMOTE_ONLY,True,80,14,None
O47tiJVLIX4--154,O47tiJVLIX4--154,REMOTE_ONLY,True,50,11,None
O47tiJVLIX4--155,O47tiJVLIX4--155,REMOTE_ONLY,True,57,12,None
O47tiJVLIX4--156,O47tiJVLIX4--156,REMOTE_ONLY,True,31,5,None
O47tiJVLIX4--157,O47tiJVLIX4--157,REMOTE_ONLY,True,44,8,None
O47tiJVLIX4--158,O47tiJVLIX4--158,REMOTE_ONLY,True,54,11,None
O47tiJVLIX4--159,O47tiJVLIX4--159,REMOTE_ONLY,True,42,9,None
O47tiJVLIX4--160,O47tiJVLIX4--160,REMOTE_ONLY,True,86,14,None
O47tiJVLIX4--162,O47tiJVLIX4--162,REMOTE_ONLY,True,35,6,None
O47tiJVLIX4--163,O47tiJVLIX4--163,REMOTE_ONLY,True,46,8,None
O47tiJVLIX4--164,O47tiJVLIX4--164,REMOTE_ONLY,True,53,10,None
O47tiJVLIX4--165,O47tiJVLIX4--165,REMOTE_ONLY,True,46,10,None
O47tiJVLIX4--167,O47tiJVLIX4--167,REMOTE_ONLY,True,34,4,None
O47tiJVLIX4--168,O47tiJVLIX4--168,REMOTE_ONLY,True,32,6,None
O47tiJVLIX4--169,O47tiJVLIX4--169,REMOTE_ONLY,True,16,3,None
O47tiJVLIX4--170,O47tiJVLIX4--170,REMOTE_ONLY,True,49,10,None
O47tiJVLIX4--171,O47tiJVLIX4--171,REMOTE_ONLY,True,29,7,None
O47tiJVLIX4--172,O47tiJVLIX4--172,REMOTE_ONLY,True,30,6,None
O47tiJVLIX4--173,O47tiJVLIX4--173,REMOTE_ONLY,True,81,16,None
mJ69KqzX3lU--3,mJ69KqzX3lU--3,REMOTE_ONLY,True,22,4,None
mJ69KqzX3lU--4,mJ69KqzX3lU--4,REMOTE_ONLY,True,22,4,None
mJ69KqzX3lU--14,mJ69KqzX3lU--14,REMOTE_ONLY,True,47,9,None
mJ69KqzX3lU--16,mJ69KqzX3lU--16,REMOTE_ONLY,True,52,10,None
mJ69KqzX3lU--17,mJ69KqzX3lU--17,REMOTE_ONLY,True,7,1,None
mJ69KqzX3lU--18,mJ69KqzX3lU--18,REMOTE_ONLY,True,44,9,None
mJ69KqzX3lU--19,mJ69KqzX3lU--19,REMOTE_ONLY,True,20,3,None
mJ69KqzX3lU--21,mJ69KqzX3lU--21,REMOTE_ONLY,True,56,12,None
mJ69KqzX3lU--22,mJ69KqzX3lU--22,REMOTE_ONLY,True,25,7,None
mJ69KqzX3lU--23,mJ69KqzX3lU--23,REMOTE_ONLY,True,54,11,None
mJ69KqzX3lU--25,mJ69KqzX3lU--25,REMOTE_ONLY,True,52,10,None
mJ69KqzX3lU--29,mJ69KqzX3lU--29,REMOTE_ONLY,True,27,6,None
mJ69KqzX3lU--30,mJ69KqzX3lU--30,REMOTE_ONLY,True,20,4,None
mJ69KqzX3lU--31,mJ69KqzX3lU--31,REMOTE_ONLY,True,46,8,None
mJ69KqzX3lU--33,mJ69KqzX3lU--33,REMOTE_ONLY,True,66,15,None
mJ69KqzX3lU--34,mJ69KqzX3lU--34,REMOTE_ONLY,True,16,3,None
mJ69KqzX3lU--35,mJ69KqzX3lU--35,REMOTE_ONLY,True,18,3,None
mJ69KqzX3lU--36,mJ69KqzX3lU--36,REMOTE_ONLY,True,47,9,None
mJ69KqzX3lU--37,mJ69KqzX3lU--37,REMOTE_ONLY,True,56,10,None
mJ69KqzX3lU--38,mJ69KqzX3lU--38,REMOTE_ONLY,True,16,3,None
mJ69KqzX3lU--39,mJ69KqzX3lU--39,REMOTE_ONLY,True,117,17,None
mJ69KqzX3lU--40,mJ69KqzX3lU--40,REMOTE_ONLY,True,11,2,None
mJ69KqzX3lU--42,mJ69KqzX3lU--42,REMOTE_ONLY,True,53,10,None
mJ69KqzX3lU--43,mJ69KqzX3lU--43,REMOTE_ONLY,True,75,15,None
mJ69KqzX3lU--45,mJ69KqzX3lU--45,REMOTE_ONLY,True,17,3,None
mJ69KqzX3lU--46,mJ69KqzX3lU--46,REMOTE_ONLY,True,32,5,None
mJ69KqzX3lU--48,mJ69KqzX3lU--48,REMOTE_ONLY,True,47,9,None
mJ69KqzX3lU--50,mJ69KqzX3lU--50,REMOTE_ONLY,True,45,7,None
mJ69KqzX3lU--52,mJ69KqzX3lU--52,REMOTE_ONLY,True,46,9,None
mJ69KqzX3lU--55,mJ69KqzX3lU--55,REMOTE_ONLY,True,56,10,None
mJ69KqzX3lU--58,mJ69KqzX3lU--58,REMOTE_ONLY,True,33,6,None
mJ69KqzX3lU--59,mJ69KqzX3lU--59,REMOTE_ONLY,True,60,10,None
mJ69KqzX3lU--60,mJ69KqzX3lU--60,REMOTE_ONLY,True,34,7,None
mJ69KqzX3lU--61,mJ69KqzX3lU--61,REMOTE_ONLY,True,24,3,None
mJ69KqzX3lU--63,mJ69KqzX3lU--63,REMOTE_ONLY,True,39,7,None
mJ69KqzX3lU--64,mJ69KqzX3lU--64,REMOTE_ONLY,True,17,2,None
mJ69KqzX3lU--65,mJ69KqzX3lU--65,REMOTE_ONLY,True,22,3,None
mJ69KqzX3lU--66,mJ69KqzX3lU--66,REMOTE_ONLY,True,62,11,None
mJ69KqzX3lU--67,mJ69KqzX3lU--67,REMOTE_ONLY,True,31,8,None
mJ69KqzX3lU--68,mJ69KqzX3lU--68,REMOTE_ONLY,True,32,7,None
mJ69KqzX3lU--69,mJ69KqzX3lU--69,REMOTE_ONLY,True,16,4,None
mJ69KqzX3lU--70,mJ69KqzX3lU--70,REMOTE_ONLY,True,28,6,None
mJ69KqzX3lU--71,mJ69KqzX3lU--71,REMOTE_ONLY,True,51,12,None
mJ69KqzX3lU--72,mJ69KqzX3lU--72,REMOTE_ONLY,True,54,11,None
mJ69KqzX3lU--73,mJ69KqzX3lU--73,REMOTE_ONLY,True,35,8,None
mJ69KqzX3lU--75,mJ69KqzX3lU--75,REMOTE_ONLY,True,50,11,None
mJ69KqzX3lU--76,mJ69KqzX3lU--76,REMOTE_ONLY,True,38,9,None
mJ69KqzX3lU--77,mJ69KqzX3lU--77,REMOTE_ONLY,True,17,4,None
mJ69KqzX3lU--78,mJ69KqzX3lU--78,REMOTE_ONLY,True,16,3,None
mJ69KqzX3lU--79,mJ69KqzX3lU--79,REMOTE_ONLY,True,105,20,None
mJ69KqzX3lU--80,mJ69KqzX3lU--80,REMOTE_ONLY,True,68,13,None
mJ69KqzX3lU--81,mJ69KqzX3lU--81,REMOTE_ONLY,True,47,8,None
mJ69KqzX3lU--82,mJ69KqzX3lU--82,REMOTE_ONLY,True,4,1,None
mJ69KqzX3lU--83,mJ69KqzX3lU--83,REMOTE_ONLY,True,45,8,None
mJ69KqzX3lU--84,mJ69KqzX3lU--84,REMOTE_ONLY,True,35,5,None
mJ69KqzX3lU--85,mJ69KqzX3lU--85,REMOTE_ONLY,True,40,8,None
mJ69KqzX3lU--86,mJ69KqzX3lU--86,REMOTE_ONLY,True,98,18,None
mJ69KqzX3lU--88,mJ69KqzX3lU--88,REMOTE_ONLY,True,40,8,None
mJ69KqzX3lU--89,mJ69KqzX3lU--89,REMOTE_ONLY,True,7,2,None
mJ69KqzX3lU--90,mJ69KqzX3lU--90,REMOTE_ONLY,True,21,5,None
mJ69KqzX3lU--92,mJ69KqzX3lU--92,REMOTE_ONLY,True,81,16,None
mJ69KqzX3lU--93,mJ69KqzX3lU--93,REMOTE_ONLY,True,20,5,None
mJ69KqzX3lU--94,mJ69KqzX3lU--94,REMOTE_ONLY,True,38,6,None
mJ69KqzX3lU--95,mJ69KqzX3lU--95,REMOTE_ONLY,True,71,13,None
mJ69KqzX3lU--96,mJ69KqzX3lU--96,REMOTE_ONLY,True,15,3,None
mJ69KqzX3lU--97,mJ69KqzX3lU--97,REMOTE_ONLY,True,42,7,None
mJ69KqzX3lU--98,mJ69KqzX3lU--98,REMOTE_ONLY,True,57,11,None
mJ69KqzX3lU--103,mJ69KqzX3lU--103,REMOTE_ONLY,True,10,2,None
mJ69KqzX3lU--104,mJ69KqzX3lU--104,REMOTE_ONLY,True,20,3,None
mJ69KqzX3lU--105,mJ69KqzX3lU--105,REMOTE_ONLY,True,59,11,None
mJ69KqzX3lU--106,mJ69KqzX3lU--106,REMOTE_ONLY,True,21,5,None
mJ69KqzX3lU--107,mJ69KqzX3lU--107,REMOTE_ONLY,True,32,6,None
mJ69KqzX3lU--108,mJ69KqzX3lU--108,REMOTE_ONLY,True,20,4,None
mJ69KqzX3lU--137,mJ69KqzX3lU--137,REMOTE_ONLY,True,33,7,None
mJ69KqzX3lU--139,mJ69KqzX3lU--139,REMOTE_ONLY,True,17,4,None
mJ69KqzX3lU--140,mJ69KqzX3lU--140,REMOTE_ONLY,True,26,5,None
mJ69KqzX3lU--141,mJ69KqzX3lU--141,REMOTE_ONLY,True,36,8,None
mJ69KqzX3lU--143,mJ69KqzX3lU--143,REMOTE_ONLY,True,55,12,None
mJ69KqzX3lU--144,mJ69KqzX3lU--144,REMOTE_ONLY,True,10,1,None
mJ69KqzX3lU--145,mJ69KqzX3lU--145,REMOTE_ONLY,True,22,5,None
mJ69KqzX3lU--149,mJ69KqzX3lU--149,REMOTE_ONLY,True,44,9,None
mJ69KqzX3lU--150,mJ69KqzX3lU--150,REMOTE_ONLY,True,7,1,None
mJ69KqzX3lU--151,mJ69KqzX3lU--151,REMOTE_ONLY,True,58,11,None
mJ69KqzX3lU--152,mJ69KqzX3lU--152,REMOTE_ONLY,True,62,14,None
mJ69KqzX3lU--153,mJ69KqzX3lU--153,REMOTE_ONLY,True,15,4,None
mJ69KqzX3lU--154,mJ69KqzX3lU--154,REMOTE_ONLY,True,48,11,None
mJ69KqzX3lU--155,mJ69KqzX3lU--155,REMOTE_ONLY,True,101,21,None
mJ69KqzX3lU--156,mJ69KqzX3lU--156,REMOTE_ONLY,True,30,6,None
mJ69KqzX3lU--157,mJ69KqzX3lU--157,REMOTE_ONLY,True,7,1,None
mJ69KqzX3lU--158,mJ69KqzX3lU--158,REMOTE_ONLY,True,24,4,None
mJ69KqzX3lU--159,mJ69KqzX3lU--159,REMOTE_ONLY,True,95,19,None
mJ69KqzX3lU--160,mJ69KqzX3lU--160,REMOTE_ONLY,True,51,11,None
mJ69KqzX3lU--161,mJ69KqzX3lU--161,REMOTE_ONLY,True,36,6,None
mJ69KqzX3lU--162,mJ69KqzX3lU--162,REMOTE_ONLY,True,27,7,None
mJ69KqzX3lU--163,mJ69KqzX3lU--163,REMOTE_ONLY,True,36,7,None
mJ69KqzX3lU--164,mJ69KqzX3lU--164,REMOTE_ONLY,True,58,11,None
mJ69KqzX3lU--165,mJ69KqzX3lU--165,REMOTE_ONLY,True,50,10,None
mJ69KqzX3lU--166,mJ69KqzX3lU--166,REMOTE_ONLY,True,51,9,None
mJ69KqzX3lU--167,mJ69KqzX3lU--167,REMOTE_ONLY,True,63,9,None
mJ69KqzX3lU--168,mJ69KqzX3lU--168,REMOTE_ONLY,True,60,10,None
mJ69KqzX3lU--170,mJ69KqzX3lU--170,REMOTE_ONLY,True,26,3,None
mJ69KqzX3lU--173,mJ69KqzX3lU--173,REMOTE_ONLY,True,35,8,None
mJ69KqzX3lU--174,mJ69KqzX3lU--174,REMOTE_ONLY,True,38,8,None
mJ69KqzX3lU--175,mJ69KqzX3lU--175,REMOTE_ONLY,True,31,6,None
mJ69KqzX3lU--176,mJ69KqzX3lU--176,REMOTE_ONLY,True,14,3,None
mJ69KqzX3lU--177,mJ69KqzX3lU--177,REMOTE_ONLY,True,65,14,None
mJ69KqzX3lU--178,mJ69KqzX3lU--178,REMOTE_ONLY,True,66,15,None
mJ69KqzX3lU--179,mJ69KqzX3lU--179,REMOTE_ONLY,True,22,4,None
mJ69KqzX3lU--181,mJ69KqzX3lU--181,REMOTE_ONLY,True,29,6,None
mJ69KqzX3lU--182,mJ69KqzX3lU--182,REMOTE_ONLY,True,44,10,None
mJ69KqzX3lU--183,mJ69KqzX3lU--183,REMOTE_ONLY,True,4,1,None
mJ69KqzX3lU--184,mJ69KqzX3lU--184,REMOTE_ONLY,True,37,9,None
mJ69KqzX3lU--186,mJ69KqzX3lU--186,REMOTE_ONLY,True,68,12,None
mJ69KqzX3lU--187,mJ69KqzX3lU--187,REMOTE_ONLY,True,5,1,None
mJ69KqzX3lU--188,mJ69KqzX3lU--188,REMOTE_ONLY,True,56,10,None
mJ69KqzX3lU--189,mJ69KqzX3lU--189,REMOTE_ONLY,True,9,2,None
mJ69KqzX3lU--190,mJ69KqzX3lU--190,REMOTE_ONLY,True,38,7,None
mJ69KqzX3lU--192,mJ69KqzX3lU--192,REMOTE_ONLY,True,84,15,None
mJ69KqzX3lU--193,mJ69KqzX3lU--193,REMOTE_ONLY,True,65,13,None
mJ69KqzX3lU--195,mJ69KqzX3lU--195,REMOTE_ONLY,True,42,8,None
mJ69KqzX3lU--197,mJ69KqzX3lU--197,REMOTE_ONLY,True,50,10,None
mJ69KqzX3lU--199,mJ69KqzX3lU--199,REMOTE_ONLY,True,34,7,None
mJ69KqzX3lU--200,mJ69KqzX3lU--200,REMOTE_ONLY,True,72,14,None
mJ69KqzX3lU--203,mJ69KqzX3lU--203,REMOTE_ONLY,True,83,14,None
mJ69KqzX3lU--204,mJ69KqzX3lU--204,REMOTE_ONLY,True,14,3,None
mJ69KqzX3lU--205,mJ69KqzX3lU--205,REMOTE_ONLY,True,67,17,None
mJ69KqzX3lU--206,mJ69KqzX3lU--206,REMOTE_ONLY,True,23,3,None
mJ69KqzX3lU--207,mJ69KqzX3lU--207,REMOTE_ONLY,True,63,12,None
mJ69KqzX3lU--208,mJ69KqzX3lU--208,REMOTE_ONLY,True,96,17,None
mJ69KqzX3lU--209,mJ69KqzX3lU--209,REMOTE_ONLY,True,21,4,None
mJ69KqzX3lU--210,mJ69KqzX3lU--210,REMOTE_ONLY,True,59,11,None
mJ69KqzX3lU--211,mJ69KqzX3lU--211,REMOTE_ONLY,True,103,19,None
MjFpCgFgt1A--0,MjFpCgFgt1A--0,REMOTE_ONLY,True,12,2,None
MjFpCgFgt1A--4,MjFpCgFgt1A--4,REMOTE_ONLY,True,54,11,None
MjFpCgFgt1A--5,MjFpCgFgt1A--5,REMOTE_ONLY,True,11,4,None
MjFpCgFgt1A--6,MjFpCgFgt1A--6,REMOTE_ONLY,True,52,10,None
MjFpCgFgt1A--7,MjFpCgFgt1A--7,REMOTE_ONLY,True,55,11,None
MjFpCgFgt1A--8,MjFpCgFgt1A--8,REMOTE_ONLY,True,25,4,None
MjFpCgFgt1A--9,MjFpCgFgt1A--9,REMOTE_ONLY,True,66,12,None
MjFpCgFgt1A--10,MjFpCgFgt1A--10,REMOTE_ONLY,True,27,4,None
MjFpCgFgt1A--11,MjFpCgFgt1A--11,REMOTE_ONLY,True,27,6,None
MjFpCgFgt1A--12,MjFpCgFgt1A--12,REMOTE_ONLY,True,11,2,None
MjFpCgFgt1A--14,MjFpCgFgt1A--14,REMOTE_ONLY,True,17,3,None
MjFpCgFgt1A--16,MjFpCgFgt1A--16,REMOTE_ONLY,True,38,7,None
MjFpCgFgt1A--17,MjFpCgFgt1A--17,REMOTE_ONLY,True,53,8,None
MjFpCgFgt1A--18,MjFpCgFgt1A--18,REMOTE_ONLY,True,14,3,None
MjFpCgFgt1A--19,MjFpCgFgt1A--19,REMOTE_ONLY,True,13,2,None
MjFpCgFgt1A--20,MjFpCgFgt1A--20,REMOTE_ONLY,True,102,18,None
MjFpCgFgt1A--22,MjFpCgFgt1A--22,REMOTE_ONLY,True,49,10,None
MjFpCgFgt1A--23,MjFpCgFgt1A--23,REMOTE_ONLY,True,24,5,None
MjFpCgFgt1A--24,MjFpCgFgt1A--24,REMOTE_ONLY,True,6,1,None
MjFpCgFgt1A--25,MjFpCgFgt1A--25,REMOTE_ONLY,True,12,2,None
MjFpCgFgt1A--26,MjFpCgFgt1A--26,REMOTE_ONLY,True,7,1,None
MjFpCgFgt1A--27,MjFpCgFgt1A--27,REMOTE_ONLY,True,7,1,None
MjFpCgFgt1A--28,MjFpCgFgt1A--28,REMOTE_ONLY,True,14,2,None
MjFpCgFgt1A--30,MjFpCgFgt1A--30,REMOTE_ONLY,True,13,3,None
MjFpCgFgt1A--31,MjFpCgFgt1A--31,REMOTE_ONLY,True,33,8,None
MjFpCgFgt1A--32,MjFpCgFgt1A--32,REMOTE_ONLY,True,29,5,None
MjFpCgFgt1A--33,MjFpCgFgt1A--33,REMOTE_ONLY,True,31,4,None
MjFpCgFgt1A--34,MjFpCgFgt1A--34,REMOTE_ONLY,True,47,9,None
MjFpCgFgt1A--35,MjFpCgFgt1A--35,REMOTE_ONLY,True,21,4,None
MjFpCgFgt1A--36,MjFpCgFgt1A--36,REMOTE_ONLY,True,50,7,None
MjFpCgFgt1A--37,MjFpCgFgt1A--37,REMOTE_ONLY,True,50,11,None
MjFpCgFgt1A--38,MjFpCgFgt1A--38,REMOTE_ONLY,True,43,9,None
MjFpCgFgt1A--39,MjFpCgFgt1A--39,REMOTE_ONLY,True,65,12,None
MjFpCgFgt1A--40,MjFpCgFgt1A--40,REMOTE_ONLY,True,23,4,None
MjFpCgFgt1A--41,MjFpCgFgt1A--41,REMOTE_ONLY,True,48,9,None
MjFpCgFgt1A--42,MjFpCgFgt1A--42,REMOTE_ONLY,True,36,5,None
MjFpCgFgt1A--43,MjFpCgFgt1A--43,REMOTE_ONLY,True,56,10,None
MjFpCgFgt1A--45,MjFpCgFgt1A--45,REMOTE_ONLY,True,49,10,None
MjFpCgFgt1A--46,MjFpCgFgt1A--46,REMOTE_ONLY,True,59,11,None
MjFpCgFgt1A--47,MjFpCgFgt1A--47,REMOTE_ONLY,True,36,7,None
MjFpCgFgt1A--50,MjFpCgFgt1A--50,REMOTE_ONLY,True,33,6,None
MjFpCgFgt1A--52,MjFpCgFgt1A--52,REMOTE_ONLY,True,70,13,None
MjFpCgFgt1A--53,MjFpCgFgt1A--53,REMOTE_ONLY,True,99,18,None
MjFpCgFgt1A--54,MjFpCgFgt1A--54,REMOTE_ONLY,True,32,6,None
MjFpCgFgt1A--55,MjFpCgFgt1A--55,REMOTE_ONLY,True,94,20,None
MjFpCgFgt1A--57,MjFpCgFgt1A--57,REMOTE_ONLY,True,60,11,None
MjFpCgFgt1A--58,MjFpCgFgt1A--58,REMOTE_ONLY,True,90,18,None
MjFpCgFgt1A--59,MjFpCgFgt1A--59,REMOTE_ONLY,True,3,1,None
MjFpCgFgt1A--60,MjFpCgFgt1A--60,REMOTE_ONLY,True,8,2,None
MjFpCgFgt1A--61,MjFpCgFgt1A--61,REMOTE_ONLY,True,34,5,None
MjFpCgFgt1A--62,MjFpCgFgt1A--62,REMOTE_ONLY,True,36,7,None
MjFpCgFgt1A--63,MjFpCgFgt1A--63,REMOTE_ONLY,True,23,5,None
MjFpCgFgt1A--64,MjFpCgFgt1A--64,REMOTE_ONLY,True,24,5,None
MjFpCgFgt1A--65,MjFpCgFgt1A--65,REMOTE_ONLY,True,24,5,None
MjFpCgFgt1A--66,MjFpCgFgt1A--66,REMOTE_ONLY,True,34,6,None
MjFpCgFgt1A--68,MjFpCgFgt1A--68,REMOTE_ONLY,True,42,7,None
MjFpCgFgt1A--69,MjFpCgFgt1A--69,REMOTE_ONLY,True,34,7,None
MjFpCgFgt1A--70,MjFpCgFgt1A--70,REMOTE_ONLY,True,26,4,None
